,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
544,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5140,Someone rallies the line of bowmen as they wait in front of the great doors. Suddenly the fearsome head,Someone rallies the line of bowmen as they wait in front of the great doors.,Suddenly the fearsome head,gen,slumps into the precisely formed shape of a metal - tipped moped.,"collapses, yet another rumble of the robot's.",spins someone at someone in the grassy courtyard.,flees off down the side to find someone still practicing the bar.,2
545,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5139,"Upon each tomb lies a sleeping form, carved in stone, hands folded. Someone","Upon each tomb lies a sleeping form, carved in stone, hands folded.",Someone,gold,is slapped away by a coworker.,turns to his servants.,lies on the equipment by the body surrounded by someone.,"slides the foot aside, standing staring at someone through a hole.",1
546,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5138,Row upon row of marble tombs are visible in the dim light. Upon each tomb,Row upon row of marble tombs are visible in the dim light.,Upon each tomb,gen,containing someone perched looking a variety of gleaming black animals and darkness.,", someone flings the card back in the drawer and throws it into a bin.",", a girl lies dead on the floor, begs into a campfire as other sights are drawn.",", the two men are someone.",0
547,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5132,"Someone leans down towards someone, offering her hand. But he","Someone leans down towards someone, offering her hand.",But he,gen,touches it and takes her from someone.,brings money to his privates.,keeps his weapon firmly at his throat.,pushes her to the bed.,3
548,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5120,"Someone hacks at the web and with a last desperate lunge, frees himself. Sting","Someone hacks at the web and with a last desperate lunge, frees himself.",Sting,gold,serves and then hurls someone through the goal.,shoots him in the throat and falls plunges backwards onto someone.,ceases on his ground scaly skin.,is caught in the web.,3
549,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5126,"Someone stares at someone in disbelief. Someone, overcome with exhaustion,",Someone stares at someone in disbelief.,"Someone, overcome with exhaustion,",gold,throws to the ground.,is tears from the rage.,dashes over a plain.,stumbles down the steep stairs of cirith ungol.,3
550,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5128,He is full of remorse at his treatment of someone. Someone,He is full of remorse at his treatment of someone.,Someone,gold,falls to his knees.,looks around the warehouse then spots someone moving toward a hand railing on the other side of the dock.,"sets down the door again and smiles, almost grimacing.","leans down into the mantel, picking it up.",0
551,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5125,"Someone looking at someone, in shock, he gets to his. Someone","Someone looking at someone, in shock, he gets to his.",Someone,gold,"stands in the corner of the room, talking to the phone.",stands outside a shelter and stubs smoking a cigarette.,stares at someone in disbelief.,has just managed to hit the pins in.,2
552,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5135,An iron door creaks open. Someone's procession,An iron door creaks open.,Someone's procession,gen,pockets the corner of the corridor and joins a pause.,"runs into the house, then somersaults on the asphalt.",goes around while a groggy look.,moves through a dusty street area.,3
553,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5133,"Flaming missiles rain down on the city. Someone, on shadowfax,",Flaming missiles rain down on the city.,"Someone, on shadowfax,",gold,has hastily inspects herself around and wipes her feet off the post path.,gets to a swipe of hand.,stands by the applauding fire.,leads several hundred gondorian foot soldiers down through the streets.,3
554,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5135,An iron door creaks open. Someone's procession,An iron door creaks open.,Someone's procession,gold,enters a wide vaulted chamber.,"runs into the house, then somersaults on the asphalt.",pockets the corner of the corridor and joins a pause.,goes around while a groggy look.,0
555,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5138,Row upon row of marble tombs are visible in the dim light. Upon each tomb,Row upon row of marble tombs are visible in the dim light.,Upon each tomb,gold,", the two men are someone.",", a girl lies dead on the floor, begs into a campfire as other sights are drawn.",", someone flings the card back in the drawer and throws it into a bin.","lies a sleeping form, carved in stone, hands folded.",3
556,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5121,Sting is caught in the web. Someone,Sting is caught in the web.,Someone,gold,grabs insistently but leaps both their feet.,slams the hatch shut on the car's edge.,takes his third machine.,leaves the sword and throws himself through a narrow crevice.,3
557,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5134,"Someone, on shadowfax, leads several hundred gondorian foot soldiers down through the streets. Someone","Someone, on shadowfax, leads several hundred gondorian foot soldiers down through the streets.",Someone,gen,stands next to a charred van - covered look behind someone's car.,"backs down to the front, after.",and someone are in the bleachers.,lands on twelve cars by a cart.,2
558,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5143,"Orcs swarm through the opening and the pitched, hand - to - hand battle spills into flames and blackened, smouldering buildings. With a roar, someone","Orcs swarm through the opening and the pitched, hand - to - hand battle spills into flames and blackened, smouldering buildings.","With a roar, someone",gold,"stalks his way across the sand, joins the group, in the burning hut.",nods as people gain on fire intensity.,"slowly lifts down his sword and sword to someone, wielding his sword post in the center of the ring - gun.","leads a counter attack on shadowfax, followed by several hundred gondorian foot.",3
559,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5142,"Within moments the gate is smashed and giant cave trolls enter into the first circle of minas tirith, under the archway that no enemy had ever passed. Rows of archers fire off a volley of arrows but the trolls","Within moments the gate is smashed and giant cave trolls enter into the first circle of minas tirith, under the archway that no enemy had ever passed.",Rows of archers fire off a volley of arrows but the trolls,gold,are mesmerized by the cold earth.,"are forgotten, and the dust is from the nets!",continue to smash the foot soldiers with their giant clubs.,and capture the summit of millions.,2
560,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5134,"Someone, on shadowfax, leads several hundred gondorian foot soldiers down through the streets. Someone","Someone, on shadowfax, leads several hundred gondorian foot soldiers down through the streets.",Someone,gold,watches as someone's unconscious body is carried on the stretcher by someone's servants lead by someone.,lands on twelve cars by a cart.,"backs down to the front, after.",stands next to a charred van - covered look behind someone's car.,0
561,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5137,The lantern light throws great shadows upon the shrouded walls of a wide vaulted chamber. Row upon row of marble tombs,The lantern light throws great shadows upon the shrouded walls of a wide vaulted chamber.,Row upon row of marble tombs,gold,rise from the doorway.,"sit on the railings' burning engagement stairway, floating through thick flame.",are visible in the dim light.,appear directly and canvas - covered marble glass doors.,2
562,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5129,Someone falls to his knees. Someone,Someone falls to his knees.,Someone,gold,grabs the sword and yanks him down.,lands on soft green grass.,faces someone with bloodshot eyes.,drops his heels and flips back.,1
563,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5131,Sun drenched images: Of trees. Someone,Sun drenched images: Of trees.,Someone,gold,shoots a fish's dangling wand at him.,rushes over to the magnificent someone.,pockets his cell phone and catches his breath.,"leans down towards someone, offering her hand.",3
564,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5127,"Someone, overcome with exhaustion, stumbles down the steep stairs of cirith ungol. He","Someone, overcome with exhaustion, stumbles down the steep stairs of cirith ungol.",He,gold,gives someone the tunnel ax.,emerges from the shed.,"empties on a strange, gentle melody as the narrator speeds downward.",is full of remorse at his treatment of someone.,3
565,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5124,"Someone pins someone on the ground, hands around his throat. Someone's fingers","Someone pins someone on the ground, hands around his throat.",Someone's fingers,gold,"play steady, tightening the tie.",skate around someone's face.,squeeze tighter around someone's.,fly up into the air as the ring rings out.,2
566,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5123,Someone stumbles out of shelob's lair. He,Someone stumbles out of shelob's lair.,He,gold,unveils the shirt shut.,sports a question to someone.,looks up as someone lunges at him.,sucks on the paw.,2
567,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5130,Someone lands on soft green grass. Sun,Someone lands on soft green grass.,Sun,gold,rises with white exaggerated.,hide behind a grassy circle.,drenched images: of trees.,separates the mini - shells coming from it.,2
568,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5132,"Someone leans down towards someone, offering her hand. But he","Someone leans down towards someone, offering her hand.",But he,gold,keeps his weapon firmly at his throat.,brings money to his privates.,knows what he must do.,pulls her back to the top of the hill with a tight smile.,2
569,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5123,Someone stumbles out of shelob's lair. He,Someone stumbles out of shelob's lair.,He,gen,unveils the shirt shut.,sports a question to someone.,sucks on the paw.,goes to the counter and grabs a letter.,3
570,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5130,Someone lands on soft green grass. Sun,Someone lands on soft green grass.,Sun,gen,shines on the horizon.,separates the mini - shells coming from it.,rises with white exaggerated.,hide behind a grassy circle.,0
571,lsmdc0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING-61212,5124,"Someone pins someone on the ground, hands around his throat. Someone's fingers","Someone pins someone on the ground, hands around his throat.",Someone's fingers,gen,skate around someone's face.,"play steady, tightening the tie.",wrap around someone's throat.,fly up into the air as the ring rings out.,2
572,lsmdc1045_An_education-90268,9694,Someone turns and walks out. Someone,Someone turns and walks out.,Someone,gold,wears a knit look.,walks down a corridor carrying her blazer and satchel.,"shakes his head, then prepares a full time.",", someone in his arms, looks stunned.",1
573,lsmdc1045_An_education-90268,9696,She glances into her classroom as she walks out of the school's main doors. She,She glances into her classroom as she walks out of the school's main doors.,She,gold,opens the door then enters.,heads to a set of soup stairs.,steps into the hall and follows a record of her purse while holding a small pottery wheel.,"walks down the pavement, then breaks into a run.",3
574,lsmdc1045_An_education-90268,9695,Someone walks down a corridor carrying her blazer and satchel. She,Someone walks down a corridor carrying her blazer and satchel.,She,gold,drops his bag into a bucket and runs down the hallway.,fills a small box with a scarf and a utensil.,glances into her classroom as she walks out of the school's main doors.,holds up her white glove and tosses her mohawk.,2
575,lsmdc1045_An_education-90268,9694,Someone turns and walks out. Someone,Someone turns and walks out.,Someone,gen,", someone in his arms, looks stunned.",wears a knit look.,"shakes his head, then prepares a full time.",opens a metal door and hurries out into the street.,3
576,lsmdc1045_An_education-90268,9693,Someone rolls her tear filled eyes. Someone,Someone rolls her tear filled eyes.,Someone,gen,averts his remorseful gaze.,watches the hummer disappear before noticing himself in the back seat.,gets up and someone watches as someone struggles to hold her.,"looks up at the house, then cautiously up towards an open window.",0
577,lsmdc1045_An_education-90268,9693,Someone rolls her tear filled eyes. Someone,Someone rolls her tear filled eyes.,Someone,gold,gets up and someone watches as someone struggles to hold her.,watches the hummer disappear before noticing himself in the back seat.,turns and walks out.,"looks up at the house, then cautiously up towards an open window.",2
578,anetv_ezx7z-kx2v4,7761,A man is standing up and throws a rock. People,A man is standing up and throws a rock.,People,gen,are running to measure the distance.,is seen sitting back and ready on the stilts.,are walking down a path down the mountain.,are standing in the ice watching them.,2
579,anetv_ezx7z-kx2v4,7762,People are standing and watching him. A man,People are standing and watching him.,A man,gen,stops and discusses some wood.,continuously begins to make the camel dance.,in a red shirt is standing in front of a bumper car.,walks into the snow several times.,2
580,anetv_ezx7z-kx2v4,7761,A man is standing up and throws a rock. People,A man is standing up and throws a rock.,People,gold,are standing and watching him.,is seen sitting back and ready on the stilts.,are running to measure the distance.,are standing in the ice watching them.,0
581,anetv_ezx7z-kx2v4,7762,People are standing and watching him. A man,People are standing and watching him.,A man,gen,wearing sunglasses is talking into a microphone.,stops and discusses some wood.,walks into the snow several times.,continuously begins to make the camel dance.,0
582,anetv_ezx7z-kx2v4,7762,People are standing and watching him. A man,People are standing and watching him.,A man,gold,stops and discusses some wood.,continuously begins to make the camel dance.,walks into the snow several times.,gets into a horse carriage and rides away.,3
583,anetv__QdPfYK9s6o,12259,The view is from a first person view of a man wearing a mainly black wetsuit on a mainly white surfboard and surfing in the green wave. The man,The view is from a first person view of a man wearing a mainly black wetsuit on a mainly white surfboard and surfing in the green wave.,The man,gen,is ordered the buildings and they interact.,turns to lean his board against the water and falls off of her all complete with the rope.,performs an final wave on the ocean.,"makes his break off the monkey bars and jump back into the water with the surfboards, his view weaving through the sun.",2
584,anetv__QdPfYK9s6o,12259,The view is from a first person view of a man wearing a mainly black wetsuit on a mainly white surfboard and surfing in the green wave. The man,The view is from a first person view of a man wearing a mainly black wetsuit on a mainly white surfboard and surfing in the green wave.,The man,gold,turns to lean his board against the water and falls off of her all complete with the rope.,"makes his break off the monkey bars and jump back into the water with the surfboards, his view weaving through the sun.",is ordered the buildings and they interact.,is no longer in the wave and is just surfing towards the shore.,3
585,anetv__QdPfYK9s6o,15215,The man moves himself along the water in different shots on the board. He,The man moves himself along the water in different shots on the board.,He,gold,returns to a sunset pong and begins running down a pool and various shots lay on the ground.,continues to walk between several skis in the water and ends by pulling off the rope.,shows the house gear and shows how to properly ski.,continues riding the surf board along the water and looking to the camera.,3
586,anetv__QdPfYK9s6o,15214,A person is seen riding a surf board along the water. The man,A person is seen riding a surf board along the water.,The man,gen,continues hitting the ball along while looking moving the canoe and ends with moving his hand around.,dismounts to the water from his board as well as getting a fall.,stands with the wave and stick over the water while the camera captures him from several angles.,smiles around an instrument with several other surfers.,2
587,anetv__QdPfYK9s6o,15214,A person is seen riding a surf board along the water. The man,A person is seen riding a surf board along the water.,The man,gold,smiles around an instrument with several other surfers.,continues hitting the ball along while looking moving the canoe and ends with moving his hand around.,dismounts to the water from his board as well as getting a fall.,moves himself along the water in different shots on the board.,3
588,anetv_PF0c0UIsG0E,9448,The man takes a puff from the pipe while speaking to the camera and hands it to the other man who also takes a hit. He blows the smoke out and the first man,The man takes a puff from the pipe while speaking to the camera and hands it to the other man who also takes a hit.,He blows the smoke out and the first man,gen,begins cutting the mans hair all around while speaking inside the camera.,blows smoke back into the air.,turns to and dusts his skin.,speaks behind him as we smoke in and walk away.,1
589,anetv_PF0c0UIsG0E,9447,A man is seen sitting down and speaking to the camera while holding a hookah hose and another person is seen in frame. The man,A man is seen sitting down and speaking to the camera while holding a hookah hose and another person is seen in frame.,The man,gold,continues scraping the snow on the car while talks to the camera.,takes a puff from the pipe while speaking to the camera and hands it to the other man who also takes a hit.,continues work and places the stick on the wall.,continues smoking the cigarette while moving off from the side.,1
590,anetv_PF0c0UIsG0E,9448,The man takes a puff from the pipe while speaking to the camera and hands it to the other man who also takes a hit. He blows the smoke out and the first man,The man takes a puff from the pipe while speaking to the camera and hands it to the other man who also takes a hit.,He blows the smoke out and the first man,gold,begins cutting the mans hair all around while speaking inside the camera.,blows him holding a smoke hose and talking again.,pushes his drink down and places it down in the pocket.,is still seen speaking to the camera.,3
591,anetv_-5KAycAQlC4,4139,He mounts the water ski and tears through the water at fast speeds. Two men,He mounts the water ski and tears through the water at fast speeds.,Two men,gold,emerge using the ship and pulling the waters forward.,lie on a small mountain on down a river in the waters.,"are shown sitting in the boat, before cutting back to the turbulent water skiing.","swim side - by - side, then they run out.",2
592,anetv_-5KAycAQlC4,4138,A man is being pulled on a water ski as he floats in the water casually. He,A man is being pulled on a water ski as he floats in the water casually.,He,gen,"starts bobbing his head, keeping deeper breaths.",does a flip into the water.,stands in the river between rocks and the rafters while talking.,leans forward on the raft - he pulls free as the boat drives off.,1
593,anetv_-5KAycAQlC4,4138,A man is being pulled on a water ski as he floats in the water casually. He,A man is being pulled on a water ski as he floats in the water casually.,He,gold,"starts bobbing his head, keeping deeper breaths.",stands in the river between rocks and the rafters while talking.,mounts the water ski and tears through the water at fast speeds.,leans forward on the raft - he pulls free as the boat drives off.,2
594,lsmdc1044_Pride_And_Prejudice_Disk_Two-89569,15762,"But, someone hurries to her room and shuts the door behind her. Inside, she","But, someone hurries to her room and shuts the door behind her.","Inside, she",gold,swigs her nose from the rooftop.,sits down near a window and opens up the letter again.,wakes up and sits on her head hooked on a polo necklace.,goes to a closed door.,1
595,lsmdc1044_Pride_And_Prejudice_Disk_Two-89569,15761,"Someone follows her inside and up the stairs. But, someone",Someone follows her inside and up the stairs.,"But, someone",gold,hurries to her room and shuts the door behind her.,"is back against the wall, fights his way through the tunnel, into double - focus.",stops and walks back.,grabs a lever and drags her into the street.,0
596,lsmdc0041_The_Sixth_Sense-67711,19847,Someone's face becomes still. The class,Someone's face becomes still.,The class,gold,rolls off someone's left knee and points to a moment we see blackness.,swings each arm painfully hard.,falls into stunned silence.,pushes out of the ship's main structure.,2
597,lsmdc0041_The_Sixth_Sense-67711,19848,Someone takes an involuntary step towards someone's desk. Someone,Someone takes an involuntary step towards someone's desk.,Someone,gold,falls into a flat of a third chair.,takes his heart out and locks it.,leaves a delivery lot.,moves closer to someone.,3
598,lsmdc0041_The_Sixth_Sense-67711,19848,Someone takes an involuntary step towards someone's desk. Someone,Someone takes an involuntary step towards someone's desk.,Someone,gen,lifts up his hat and hands the bag to the men.,falls into a flat of a third chair.,leaves a delivery lot.,takes his heart out and locks it.,0
599,lsmdc0041_The_Sixth_Sense-67711,19850,Someone covers his eyes with his hands. We,Someone covers his eyes with his hands.,We,gold,see someone's mouth under his covered eyes.,", the green someone peels itself to the side of the bone, clutching a hand over his thigh.",can't stop moving.,are hanging at the table.,0
600,lsmdc0041_The_Sixth_Sense-67711,19849,Someone moves closer to someone. Someone,Someone moves closer to someone.,Someone,gen,cleans the floor beneath him.,"slaps her outside, so that she can see this.",walks to doors leading to the mezzanine.,"turns away, smiles and nods.",3
601,anetv__ENXbB6aaa4,3249,An intro begins for dx sports and shows two men skating down a road. The,An intro begins for dx sports and shows two men skating down a road.,The,gold,"continues a course of skiing, making some more careful jumps on skis on the black stilts.",continue riding down the road while the camera follows them close behind down the winding road.,see different men getting ready to file.,are interviewed in the story in a neighborhood.,1
602,anetv__ENXbB6aaa4,3249,An intro begins for dx sports and shows two men skating down a road. The,An intro begins for dx sports and shows two men skating down a road.,The,gen,begin to race across the road.,"continues a course of skiing, making some more careful jumps on skis on the black stilts.",see different men getting ready to file.,are interviewed in the story in a neighborhood.,0
603,anetv__ENXbB6aaa4,3250,The continue riding down the road while the camera follows them close behind down the winding road. The men eventually,The continue riding down the road while the camera follows them close behind down the winding road.,The men eventually,gen,take several feet up and continue to move on in the other direction.,continue to ride on the tubes.,get out of the car and walk across the field to the camera.,stop as people drive off on one side of the road.,2
604,lsmdc3059_SALT-28942,3293,"Back in the present, someone stares off over the water. Later, the passengers","Back in the present, someone stares off over the water.","Later, the passengers",gold,stand among the passengers.,rest on the tether beside the railing.,are outside gazing down at the house.,"file off the ferry, past a tv showing a newscast.",3
605,lsmdc3059_SALT-28942,3292,"As the young girl stares longingly after him, a smooth featured man strides up. Back in the present, someone","As the young girl stares longingly after him, a smooth featured man strides up.","Back in the present, someone",gen,wears a hand over his head.,dries her hands off her feet and rubs her face out.,shoves someone into the rafts.,makes her way forward the gate escape.,3
606,lsmdc3059_SALT-28942,3292,"As the young girl stares longingly after him, a smooth featured man strides up. Back in the present, someone","As the young girl stares longingly after him, a smooth featured man strides up.","Back in the present, someone",gold,wears a hand over his head.,shoves someone into the rafts.,stares off over the water.,dries her hands off her feet and rubs her face out.,2
607,lsmdc3059_SALT-28942,3293,"Back in the present, someone stares off over the water. Later, the passengers","Back in the present, someone stares off over the water.","Later, the passengers",gen,are outside gazing down at the house.,stand glumly on a crowded boat brace themselves.,rest on the tether beside the railing.,stand among the passengers.,1
608,lsmdc3001_21_JUMP_STREET-692,8131,"A rolled $20 someone sucks up a line of coke. At a desk, a writer",A rolled $20 someone sucks up a line of coke.,"At a desk, a writer",gold,drops the cork then breathes nervously.,"lifts his dark glasses, and grates a disapproving cap from the nearby table.",types rapidly then pulls the paper from his typewriter.,talks to a balding worker.,2
609,lsmdc3001_21_JUMP_STREET-692,8130,"Now, as scenes of violence and debauchery play interspersed with clips from the movie, titles appear. A rolled $20 someone","Now, as scenes of violence and debauchery play interspersed with clips from the movie, titles appear.",A rolled $20 someone,gold,sucks up a line of coke.,shows a photo result in handwritten letters.,scans the white background for someone's father.,sits in a nearby seat facing someone.,0
610,anetv_Wr69bnB86d0,3038,The man pretents to time himself and uses the screwdriver tool to pierce a hole in a full beer can that sprays some of its contents. The man,The man pretents to time himself and uses the screwdriver tool to pierce a hole in a full beer can that sprays some of its contents.,The man,gold,is trying to spray the same shoe on the brush that the man is now wearing and removes it.,holds up the can with the hole facing upwards.,"waxing the caulk and the man continues to melt, the route continues.",comes back and takes the device over his head to make sure it's not too far off it.,1
611,anetv_Wr69bnB86d0,3039,The man holds up the can with the hole facing upwards. The man,The man holds up the can with the hole facing upwards.,The man,gold,drinks the contents of the beer can from the hole after opening the top.,takes off his protective glasses and climb in on an action board.,"twists a few wheel forwards, quietly dipping the hands into the water.","takes off his gray finger, and blows its over.",0
612,anetv_TSIz-6s4OeY,16083,A woman is seen speaking to the camera and leads into her ironing a pair of pants. The woman,A woman is seen speaking to the camera and leads into her ironing a pair of pants.,The woman,gold,reaches into the liquid mixture and begins rubbing it all over her brow while still speaking around the camera.,begins rubbing the lotion over her mouth while looking off into the camera.,continues ironing the pants while moving the iron up and down.,then begins putting glue on the nails and putting them in the plate and pushing the woman around in place.,2
613,anetv_L21zcZlFfIY,17846,Those two people throw their balls to five people standing opposite of their wall. each sides,Those two people throw their balls to five people standing opposite of their wall.,each sides,gold,are dealt by the large market.,is covered in gray and the blue player left.,of the beer pong is presented.,takes turns throwing and dodging each others balls.,3
614,anetv_L21zcZlFfIY,17844,Five people are standing on a wall the wall of a basketball court. two of those people,Five people are standing on a wall the wall of a basketball court.,two of those people,gold,run to the middle of the court to retrieve balls.,are pants and clash in opposite sides of the game.,are practicing basketball to the net.,catch the ball and start fighting.,0
615,anetv_L21zcZlFfIY,19809,Two ladies of each team get the three balls and throw it towards their teammates. They,Two ladies of each team get the three balls and throw it towards their teammates.,They,gold,play a game of indoor soccer in a small group of players.,started to play and starting throwing the ball to one another.,watch and win their team mates.,stretch the ball back and forth taking the balls from the players.,1
616,anetv_L21zcZlFfIY,17845,Two of those people run to the middle of the court to retrieve balls. those two people,Two of those people run to the middle of the court to retrieve balls.,those two people,gold,throw their balls to five people standing opposite of their wall.,are a good other team to hit the ball into a goal.,turn the balls on one back and throw.,are about to hit each other because they are still grabbing the ball.,0
617,anetv_iPPfX25MUQ0,2784,Tourists rides camels while people pull the camels with a rope. Men,Tourists rides camels while people pull the camels with a rope.,Men,gold,begin playing a game of tug of war outdoors.,are shown on a lawn and riding sit on the horses alike skiis.,helps a couple to unload the camels and feed them.,are leading th man on a concession stand near edge.,2
618,anetv_ORI5ZNZARw8,8863,A woman is seen sitting on a piece of exercise equipment looking forward. She then,A woman is seen sitting on a piece of exercise equipment looking forward.,She then,gen,lays down stool and sits down.,sinks down on her knees while moving her hands up and down on the mattress and speaking to the camera.,rides her legs along the elliptical while smiling and speaking to the camera.,continues pulling down her leg and looking off in different shots.,2
619,anetv_ORI5ZNZARw8,8863,A woman is seen sitting on a piece of exercise equipment looking forward. She then,A woman is seen sitting on a piece of exercise equipment looking forward.,She then,gold,lays down stool and sits down.,sinks down on her knees while moving her hands up and down on the mattress and speaking to the camera.,grabs the lever in front and begins pulling herself.,continues pulling down her leg and looking off in different shots.,2
620,anetv_ORI5ZNZARw8,8864,She then grabs the lever in front and begins pulling herself. The girl then,She then grabs the lever in front and begins pulling herself.,The girl then,gen,sprays herself over and over and walks up.,continues explaining more of her machine to use.,starts to finish her hair while the other hand adjusts her braid on her right hand.,swings her leg to the side and slides forward and backward several times.,1
621,anetv_ORI5ZNZARw8,8864,She then grabs the lever in front and begins pulling herself. The girl then,She then grabs the lever in front and begins pulling herself.,The girl then,gold,sprays herself over and over and walks up.,swings her leg to the side and slides forward and backward several times.,pulls herself back and fourth on the machine while the camera captures her movements.,starts to finish her hair while the other hand adjusts her braid on her right hand.,2
622,anetv_iUIfmMljiOg,13544,A woman is giving instructions on how to make her lemonade. She,A woman is giving instructions on how to make her lemonade.,She,gold,rolls clothes and then flour are shown.,adds a raw chocolate to the mix followed by cleaning the dish with water and dumping it in the pan.,pours various liquids into a plastic pan and mixes it in a jar.,shows all of the ingredients that she uses and starts to boil them and mix them on a pot on the stove.,3
623,anetv_iUIfmMljiOg,13544,A woman is giving instructions on how to make her lemonade. She,A woman is giving instructions on how to make her lemonade.,She,gen,adds a raw chocolate to the mix followed by cleaning the dish with water and dumping it in the pan.,rolls clothes and then flour are shown.,mixes the ingredients in the table mixes the ingredients in the present together.,pours various liquids into a plastic pan and mixes it in a jar.,2
624,anetv_iUIfmMljiOg,13545,She shows all of the ingredients that she uses and starts to boil them and mix them on a pot on the stove. In a blender she,She shows all of the ingredients that she uses and starts to boil them and mix them on a pot on the stove.,In a blender she,gold,blends some strawberries and lemon juice.,adds some syrup in the glass and mixes them.,puts two ingredients on a plate and starts to bacon cooked ingredients into trays of hot sauce and empty lemonade.,pours olive sugar into separate while after they've done something on the stove.,0
625,anetv_OZiArYAPXDo,9265,"An older video of bad quality begins to play and there are white words on red blocks that read Leichtathletik leicht gemacht Diskus. A disc is flying through the air and lands on a field, then a still shot picture of a naked man holding a disc briefly",An older video of bad quality begins to play and there are white words on red blocks that read Leichtathletik leicht gemacht Diskus.,"A disc is flying through the air and lands on a field, then a still shot picture of a naked man holding a disc briefly",gold,appears behind a blinking clown on the phone.,and then begins looking like a leg in the balance of the ball.,appears until another clip plays of a man on a large field throwing a disc.,rises to the surface on the flooded wall.,2
626,anetv_OZiArYAPXDo,9266,"A man is now sitting on a field and the words on the screen say that he is Lars Riedel and under it the word Olympiasieger, and it shows him talking while switching back and forth to clips of a man on a field is holding a disc on the field, swinging it and then throwing it. The still shot picture of the naked man holding the dickus","A man is now sitting on a field and the words on the screen say that he is Lars Riedel and under it the word Olympiasieger, and it shows him talking while switching back and forth to clips of a man on a field is holding a disc on the field, swinging it and then throwing it.",The still shot picture of the naked man holding the dickus,gold,appears on his hands and eventually goes back.,shows up again and then goes back to clips of the man who is now just walking on the field.,is on the screen and throwing him startled and showing up at the 10 at a desk.,does a backwards sweep of the end row still showing on and showing shots of it on the lawn.,1
627,lsmdc1046_Australia-90422,8640,"Someone's washing his muscled torso, using water from a bucket. Someone","Someone's washing his muscled torso, using water from a bucket.",Someone,gold,crawls along a side porch at short stairs overlooking the city.,covers the entire ramp covering the rest or window.,"pops her head out of her tent, staring as the water pours off his rippling muscles.",pulls himself up and faces his.,2
628,lsmdc1046_Australia-90422,8637,"She peers in horror through her desert glasses, her net veil blowing in the breeze. The hunters","She peers in horror through her desert glasses, her net veil blowing in the breeze.",The hunters,gold,drive under fortress and greenery.,float up still in the air.,part of someone's right face.,"lounge happily on top of the truck, which heads out across the flat, sandy desert.",3
629,lsmdc1046_Australia-90422,8638,"They drive along the top of a weir, across a wide river. At night, they","They drive along the top of a weir, across a wide river.","At night, they",gold,"are all there, listening or something.",camp around a fire.,sit before a pool.,glimpse a winding ramp.,1
630,lsmdc1046_Australia-90422,8635,She looks out of the passenger window. A kangaroo paw and a dribble of blood,She looks out of the passenger window.,A kangaroo paw and a dribble of blood,gold,appears on someone's brow.,run down the windscreen.,emerges from the boy's pergola.,is clinging to a chain of 40 conditioning on the truck's heels.,1
