video-id,fold-ind,startphrase,gold-ending,distractor-0,distractor-1,distractor-2,distractor-3,gold-source,gold-type,distractor-0-type,distractor-1-type,distractor-2-type,distractor-3-type,sent1,sent2
lsmdc1017_Bad_Santa-7630,6566,"He then proceeds to tear open the remaining doors on the calendar and scarf the chocolate inside. Calendar ruined, chocolate eaten, he",picks up the vodka bottle and lurches towards the lounge.,"reaches the door then covers its windows of the kitchen, in his basement room.","feels for the suburbs, until it's gone.",undoes a last spoonful of doritos and returns to stalls tattered.,topples the oven on a pan.,gold0-reannot,pos,unl,unl,unl,unl,He then proceeds to tear open the remaining doors on the calendar and scarf the chocolate inside.,"Calendar ruined, chocolate eaten, he"
lsmdc1017_Bad_Santa-7630,6573,"Then he spots the tattered remains of the advent calendar lying on the hall table. Later that morning, someone",sits by the coffin.,is in a long booth.,walks along the front porch.,sits in his cabin with his laptop.,,gen-reannot,pos,pos,pos,pos,n/a,Then he spots the tattered remains of the advent calendar lying on the hall table.,"Later that morning, someone"
lsmdc1017_Bad_Santa-7630,6575,"Someone is standing beside a green van waiting for him. They open the back of the van, and someone",shouts through the rubble.,turns his light silver helmet put on his fallen horn.,climbs over another trailer.,glances around them as they make a car.,,gen-reannot,pos,unl,unl,unl,n/a,Someone is standing beside a green van waiting for him.,"They open the back of the van, and someone"
lsmdc3024_EASY_A-11376,11541,He points at the door. Outside Woodchuck someone,watches the car for a moment then goes to the door.,steals a gun from her bag.,puts his arm around someone.,starts sobbing with shame.,,gen-orig,pos,unl,pos,pos,n/a,He points at the door.,Outside Woodchuck someone
lsmdc3024_EASY_A-11376,11540,He scribbles on a slip. He,points at the door.,pops the paper on a desk and folds them.,is along the drum.,hurries to a bedside desk and sits on the own lap in an otherwise cramped room.,faces his wife who waits.,gold0-orig,pos,unl,unl,unl,pos,He scribbles on a slip.,He
lsmdc3024_EASY_A-11376,11541,He points at the door. Outside Woodchuck someone,puts his arm around someone.,descends up to the car.,steals a gun from her bag.,sleeps in his bed.,,gen-reannot,pos,unl,unl,unl,n/a,He points at the door.,Outside Woodchuck someone
lsmdc1060_Yes_man-99325,6914,Someone opens his front door. They,embrace their beaming guests.,hold up clothes as they kiss.,lie asleep on the bed.,walk to the trailer.,run grimly.,gen-orig,pos,unl,unl,unl,unl,Someone opens his front door.,They
lsmdc1060_Yes_man-99325,6914,Someone opens his front door. They,are dressed as people.,hold up clothes as they kiss.,lie asleep on the bed.,walk to the trailer.,run grimly.,gold1-orig,pos,unl,unl,unl,unl,Someone opens his front door.,They
lsmdc1017_Bad_Santa-7705,15367,"Someone shakes his head as someone makes his way into the grotto, bumping into one of the kids as he does so. In his state of extreme over - refreshment, he","sits in front of someone, solving a rubix cube.",is wearing an open - fitting state.,is at only someone's solitary figure sitting on a bench outside his house.,has the few hockey variations from who pic in his board.,approaches the bathroom door to his locker.,gen-orig,pos,unl,unl,unl,unl,"Someone shakes his head as someone makes his way into the grotto, bumping into one of the kids as he does so.","In his state of extreme over - refreshment, he"
lsmdc1017_Bad_Santa-7705,15367,"Someone shakes his head as someone makes his way into the grotto, bumping into one of the kids as he does so. In his state of extreme over - refreshment, he",keels over and collapses on top of a fake cactus and a sack of presents.,is wearing an open - fitting state.,is at only someone's solitary figure sitting on a bench outside his house.,has the few hockey variations from who pic in his board.,approaches the bathroom door to his locker.,gold1-orig,pos,unl,unl,unl,unl,"Someone shakes his head as someone makes his way into the grotto, bumping into one of the kids as he does so.","In his state of extreme over - refreshment, he"
lsmdc1017_Bad_Santa-7705,15364,"A semi - comatose someone is on his way as he lies on the escalator clutching a broken bottle. Someone, back in elf guise,",falls into a drip of blood.,"stands in a pause, listening.",is helpless in the passenger seat.,is dead on the grass in front of him.,,gen-orig,pos,unl,unl,pos,n/a,A semi - comatose someone is on his way as he lies on the escalator clutching a broken bottle.,"Someone, back in elf guise,"
lsmdc1017_Bad_Santa-7705,15362,"Someone resignedly rests his head on his hand while someone slips into a brooding silence. The next day, a very large queue of excited children and their mothers",are up the sidewalk by a enclosed market.,are getting lined up and lighting their cocktail up.,are chatting about the house to start their conversation.,move a gaggle of commentary.,,gen-orig,pos,unl,unl,unl,n/a,Someone resignedly rests his head on his hand while someone slips into a brooding silence.,"The next day, a very large queue of excited children and their mothers"
lsmdc1017_Bad_Santa-7705,15368,"In his state of extreme over - refreshment, he keels over and collapses on top of a fake cactus and a sack of presents. He",is falling on his back.,cuts a series of meat into cocaine.,looks like someone like his boy with a stain mustache.,uses them to swap a swing.,is being snatched by the bolt.,gold0-orig,pos,unl,unl,unl,unl,"In his state of extreme over - refreshment, he keels over and collapses on top of a fake cactus and a sack of presents.",He
lsmdc1017_Bad_Santa-7705,15363,"The next day, a very large queue of excited children and their mothers has formed at the western - themed Christmas Corral Grotto. A semi - comatose someone",is on his way as he lies on the escalator clutching a broken bottle.,sits at a desk as someone emerges.,"walks out on a deserted town, which airport a mural of gilded bushes trees bordering the city.",watches his bride and kisses hostess.,"sits down on a large chair, clutching their capsule and walking slowly out to the wallaces area.",gold0-orig,pos,unl,unl,unl,unl,"The next day, a very large queue of excited children and their mothers has formed at the western - themed Christmas Corral Grotto.",A semi - comatose someone
lsmdc1017_Bad_Santa-7705,15366,"At the top of the escalator, someone drunkenly gets to his feet and lurches slowly towards the grotto, broken bottle still in hand. Someone","shakes his head as someone makes his way into the grotto, bumping into one of the kids as he does so.",continues to rain trickling in paths as someone bursts by.,sits in vain to turn up and checks her wedding dress.,"looks around, raising his fists at his sides, and hangs up.","takes it away, as the bank looks up at the scoreboard and sees a few of the customers in the back seat.",gold0-orig,pos,unl,unl,unl,unl,"At the top of the escalator, someone drunkenly gets to his feet and lurches slowly towards the grotto, broken bottle still in hand.",Someone
lsmdc1017_Bad_Santa-7705,15370,He sees a second donkey going over. He,"scrambles to his feet and slugs the donkey with a big right hook, knocking its head off.",catches the figure in a road and forces a half up to the roof.,flashes down his dashboard.,finds a phone to a man at his desk.,lands in the middle of the room without looking at it.,gold0-orig,pos,unl,unl,unl,unl,He sees a second donkey going over.,He
lsmdc1017_Bad_Santa-7705,15362,"Someone resignedly rests his head on his hand while someone slips into a brooding silence. The next day, a very large queue of excited children and their mothers",are chatting about the house to start their conversation.,move a gaggle of commentary.,begin to ride on the bike.,are getting lined up and lighting their cocktail up.,is crowded with people.,gen-reannot,pos,unl,unl,unl,pos,Someone resignedly rests his head on his hand while someone slips into a brooding silence.,"The next day, a very large queue of excited children and their mothers"
lsmdc1017_Bad_Santa-7705,15369,He is falling on his back. He,realizes that his steward is sitting by a window with a huge pipe behind him or someone appears in front of him.,is holding a bell stuck to his head.,falls down onto some slope as people do the same thing.,is in a rock.,,gen-reannot,pos,unl,unl,unl,n/a,He is falling on his back.,He
lsmdc1017_Bad_Santa-7705,15365,"Someone, back in elf guise, is trying to calm the kids. At the top of the escalator, someone","drunkenly gets to his feet and lurches slowly towards the grotto, broken bottle still in hand.","takes the blue jump shirts, throws it up and carries him under the archway.",is then fun as she plays music stand and sings with someone.,"repeatedly coils every ribbon of jagged strips into the design, flicking at someone.",,gold0-reannot,pos,unl,unl,unl,n/a,"Someone, back in elf guise, is trying to calm the kids.","At the top of the escalator, someone"
lsmdc1017_Bad_Santa-7705,15364,"A semi - comatose someone is on his way as he lies on the escalator clutching a broken bottle. Someone, back in elf guise,",is trying to calm the kids.,talks about a much table of wood and what world remainder about a story.,"stands in a pause, listening.",is still knitting her fat black jacket and browses a notebook over her shoulder.,is dead on the grass in front of him.,gold0-reannot,pos,unl,unl,unl,pos,A semi - comatose someone is on his way as he lies on the escalator clutching a broken bottle.,"Someone, back in elf guise,"
lsmdc1017_Bad_Santa-7705,15371,"He scrambles to his feet and slugs the donkey with a big right hook, knocking its head off. He then",punches and kicks the donkey's body to bits in a fine display of drunken violence.,is unable to be able to go to catch chain too.,"knocks him away, spraying the leg with the broom.",shoves a helmet into a basin.,grabs his bare ankle and continues trailing.,gold0-reannot,pos,unl,unl,pos,pos,"He scrambles to his feet and slugs the donkey with a big right hook, knocking its head off.",He then
lsmdc1017_Bad_Santa-7705,15362,"Someone resignedly rests his head on his hand while someone slips into a brooding silence. The next day, a very large queue of excited children and their mothers",has formed at the western - themed christmas corral grotto.,move a gaggle of commentary.,begin to ride on the bike.,are getting lined up and lighting their cocktail up.,is crowded with people.,gold1-reannot,pos,unl,unl,unl,pos,Someone resignedly rests his head on his hand while someone slips into a brooding silence.,"The next day, a very large queue of excited children and their mothers"
lsmdc0029_The_Graduate-64018,8162,"They stand for a moment, looking at each other. Someone",moves into the room and sits on the edge of the bed.,"slides his fist into the plastic, and blasts it up.","looks dazed, smile to the tv.",lays the note down on someone.,,gold0-orig,pos,unl,unl,pos,n/a,"They stand for a moment, looking at each other.",Someone
lsmdc0029_The_Graduate-64018,8164,Someone takes a cigarette from her purse and lights it. She,blows out the match and puts it down carefully on the bedspread.,"lights a cigarette, peeks out down the street and takes a seat.","crosses to the door, then walks over to people, who understands.",picks it up and hold it to someone who won't hang up.,,gold0-orig,pos,unl,unl,unl,n/a,Someone takes a cigarette from her purse and lights it.,She
lsmdc0029_The_Graduate-64018,8163,Someone moves into the room and sits on the edge of the bed. Someone,takes a cigarette from her purse and lights it.,enters a room and someone.,leans out on the couch and stares at the ceiling.,looks around.,punches him in the face.,gold0-orig,pos,unl,pos,pos,pos,Someone moves into the room and sits on the edge of the bed.,Someone
lsmdc0029_The_Graduate-64018,8165,She blows out the match and puts it down carefully on the bedspread. Someone,"picks up a wastebasket, walks over to the bed, picks up the match and puts it in the wastebasket.",spots the birds ahead of it.,takes a breath in and offers the cigarette.,"climbs onto the bed, under her comforter.",,gold0-orig,pos,unl,pos,pos,n/a,She blows out the match and puts it down carefully on the bedspread.,Someone
anetv_7bUu05RIksU,12558,Men wash a white car using hand towels. The business details,are shown on the cleaned screen.,walk toward the building's entrance.,of the shingles is shown on the bottom.,of the shaving camera are displayed behind him.,is happening while talking and talking to the camera.,gen-orig,pos,unl,unl,unl,unl,Men wash a white car using hand towels.,The business details
anetv_7bUu05RIksU,12558,Men wash a white car using hand towels. The business details,are seen before end credits for the video are shown.,walk toward the building's entrance.,of the shingles is shown on the bottom.,of the shaving camera are displayed behind him.,is happening while talking and talking to the camera.,gold1-orig,pos,unl,unl,unl,unl,Men wash a white car using hand towels.,The business details
anetv_7bUu05RIksU,12555,Business details are written in white text on a black background. Men wearing jackets pressure,wash a white car in a parking lot.,hang the head first with one holding the bucket and various ingredients on a piece.,is standing near people.,talks and drop cards to the leaves.,"ski, then begin resting on the track.",gold0-reannot,pos,unl,unl,unl,unl,Business details are written in white text on a black background.,Men wearing jackets pressure
anetv_7bUu05RIksU,12556,Men wearing jackets pressure wash a white car in a parking lot. Two men,wash a black suv with a pressure washing hose.,are walking through te body of street and removing their shoes.,climb the vehicle with footwork drill and stop time.,are standing up doing jumps inside a room.,are lined up on a wall.,gold0-reannot,pos,unl,unl,unl,unl,Men wearing jackets pressure wash a white car in a parking lot.,Two men
anetv_7bUu05RIksU,12557,Two men wash a black suv with a pressure washing hose. Men,wash a white car using hand towels.,talk about carpet materials at a hotel.,drain the door and fence of the house.,begin using glitter needles to shovel them carpet.,are standing and kneeling inside a glass closet.,gold0-reannot,pos,unl,unl,unl,unl,Two men wash a black suv with a pressure washing hose.,Men
anetv_1jjsTfZS5DY,6478,The person wraps a package and is upset that the wrapping paper is to short to cover it. Wrapping paper,is cut with a pair of scissors.,is placed on the back of the box with the paper.,is shown on a pile and the pages cover up again for the first time.,is in a comic that off to the camera.,,gold0-orig,pos,unl,unl,unl,n/a,The person wraps a package and is upset that the wrapping paper is to short to cover it.,Wrapping paper
anetv_1jjsTfZS5DY,15678,She is shown wrapping a gift poorly and giving it to a friend when another person walks in. She,continues to struggle with wrapping the paper while still speaking to the camera.,see scenes of dinning chalkboard holding certificate as well as picture about sunscreen.,presents a gift wrapping between scissors to form a pair of hands.,comes back up with her hair showing various ingredients needed to perform in various angles.,hit the pins back into the forest and continues to walk.,gold0-orig,pos,unl,unl,unl,unl,She is shown wrapping a gift poorly and giving it to a friend when another person walks in.,She
anetv_1jjsTfZS5DY,6480,The person ties and tapes the wrapping paper on the present. The girl,plays video games on her computer.,tapes the paper in layers and unrolls it for taping the girl to the bottom title card down.,cuts the grass with the gift paper and walks in the chair wrapping them.,removes three dollars with creation.,continues wrapping the package and present all together.,gold1-orig,pos,unl,unl,unl,pos,The person ties and tapes the wrapping paper on the present.,The girl
anetv_1jjsTfZS5DY,6480,The person ties and tapes the wrapping paper on the present. The girl,puts tape to paint the album and brings the end box on a circular box.,tapes the paper in layers and unrolls it for taping the girl to the bottom title card down.,cuts the grass with the gift paper and walks in the chair wrapping them.,removes three dollars with creation.,continues wrapping the package and present all together.,gen-orig,unl,unl,unl,unl,pos,The person ties and tapes the wrapping paper on the present.,The girl
anetv_1jjsTfZS5DY,6479,Wrapping paper is cut with a pair of scissors. The person,ties and tapes the wrapping paper on the present.,begins to cut the nails of the tree with wrapping paper.,adds tissue paper to the tree while wrapping the box in presents.,shows a whole material around her nails while holding up the white paper.,put the necklace around the man's stamped outline and brush.,gold0-orig,pos,unl,unl,unl,unl,Wrapping paper is cut with a pair of scissors.,The person
anetv_1jjsTfZS5DY,6477,A person writes with marker on paper and is upset that it bleeds through. The person,takes it and discusses it.,begins to polish a table and other scissors to cut the paper.,for the machine is entwined.,speaks to the camera and the person puts on the paper onto him.,,gen-reannot,pos,unl,unl,unl,n/a,A person writes with marker on paper and is upset that it bleeds through.,The person
lsmdc1003_How_to_Lose_Friends_and_Alienate_People-73263,16608,Someone catches up with him outside the meeting. He,goes to the door.,gives dark and barren.,sits upon insistently.,"he now carries a combination tray, later, someone is as police head aged arm in arm, reacting surprised.",,gen-orig,pos,unl,unl,unl,n/a,Someone catches up with him outside the meeting.,He
lsmdc1003_How_to_Lose_Friends_and_Alienate_People-73263,16607,Someone scowls as someone basks in the adulation of his colleagues. Someone,catches up with him outside the meeting.,"stands, his hand locked on someone's.",takes a seat and reaches left for them.,approaches at the fbi.,,gold0-orig,pos,unl,unl,unl,n/a,Someone scowls as someone basks in the adulation of his colleagues.,Someone
lsmdc1003_How_to_Lose_Friends_and_Alienate_People-73263,16608,Someone catches up with him outside the meeting. He,grins broadly then heads off before turning back heavy - browed.,"he now carries a combination tray, later, someone is as police head aged arm in arm, reacting surprised.","open a door, as someone closes the door.",gives dark and barren.,sits upon insistently.,gold0-reannot,pos,unl,unl,unl,unl,Someone catches up with him outside the meeting.,He
anetv_E8r9-dSKLwc,15932,People are riding bikes around a dirt trail. They,begin winding the dirt track and ramp.,speed over the waves in the river again.,begin to close the store.,are pushing several children on the tubes.,are going into the areas of the trip and people are riding kayaking in a river.,gen-orig,pos,unl,unl,unl,pos,People are riding bikes around a dirt trail.,They
anetv_E8r9-dSKLwc,15932,People are riding bikes around a dirt trail. They,go over a hill several times.,speed over the waves in the river again.,begin to close the store.,are pushing several children on the tubes.,are going into the areas of the trip and people are riding kayaking in a river.,gold1-orig,pos,unl,unl,unl,pos,People are riding bikes around a dirt trail.,They
anetv_E8r9-dSKLwc,15933,They go over a hill several times. The boy,is wearing a helmet.,watches as the lady jumps into view then runs again.,gets off the unicycle and sits down.,walks into a house while a man runs on the ground.,proceeds to turn his body around before getting up by pace.,gold0-orig,pos,unl,unl,unl,unl,They go over a hill several times.,The boy
anetv_wyNM_7YDgfo,7790,"A group of people dressed in paintball gear march down a road, interspersed with short clips of people giving various speeches. The group of people",engage in a paintball game in an undulating field.,participating in a long jump rope as they bend down and attempt to gain momentum.,are standing on skateboards playing with a large crowd.,perform in nazi navy.,continue to play and talk at each other.,gold0-orig,pos,unl,unl,unl,pos,"A group of people dressed in paintball gear march down a road, interspersed with short clips of people giving various speeches.",The group of people
anetv_wyNM_7YDgfo,1206,"People speaks in the tv, and a crowd appears covered the face and holding firearms. Mr Kissinger and other man speaks, and then the crowd",walks on an unpaved road.,follows the man with the bow.,breathe as he talks.,cheers for the goalies.,gathers to get them running.,gold1-orig,pos,unl,unl,unl,pos,"People speaks in the tv, and a crowd appears covered the face and holding firearms.","Mr Kissinger and other man speaks, and then the crowd"
anetv_wyNM_7YDgfo,7791,The group of people engage in a paintball game in an undulating field. The group of people,cheer after their game.,appear and walk a line while doing the long jump onto the field.,are shown talking and showing the inner tubes.,play tug of war and carving up his hands.,,gold0-orig,pos,unl,unl,unl,n/a,The group of people engage in a paintball game in an undulating field.,The group of people
anetv_wyNM_7YDgfo,1206,"People speaks in the tv, and a crowd appears covered the face and holding firearms. Mr Kissinger and other man speaks, and then the crowd",begin to cheer performances.,follows the man with the bow.,breathe as he talks.,cheers for the goalies.,gathers to get them running.,gen-orig,pos,unl,unl,unl,pos,"People speaks in the tv, and a crowd appears covered the face and holding firearms.","Mr Kissinger and other man speaks, and then the crowd"
anetv_wyNM_7YDgfo,1208,"After, President Kennedy talks, then the crow start to run and shoot. People",are shooting with firearms in the woods.,take the time from soldier and score.,cries from all about and walk.,walk to someone's front aisle.,march their street filled with people against a nestling in a stadium.,gold1-reannot,pos,unl,unl,unl,unl,"After, President Kennedy talks, then the crow start to run and shoot.",People
anetv_wyNM_7YDgfo,1208,"After, President Kennedy talks, then the crow start to run and shoot. People",watch from inside an open pen.,take the time from soldier and score.,cries from all about and walk.,walk to someone's front aisle.,march their street filled with people against a nestling in a stadium.,gen-reannot,pos,unl,unl,unl,unl,"After, President Kennedy talks, then the crow start to run and shoot.",People
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7027,It wears roller - skates. It,sprawls across the floor.,has those eyes upon him.,closes the tank to reveal nervous eyes.,leaps over the shaded wheel.,leads from a standing position.,gold1-orig,pos,unl,unl,unl,unl,It wears roller - skates.,It
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7029,Someone jumps in front of him. A full moon,looms through the sky.,roars across the bodies.,casts his hand down the sky.,shines through the water.,hangs above the canvas.,gen-orig,pos,unl,unl,unl,unl,Someone jumps in front of him.,A full moon
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7020,The wardrobe door slowly opens and someone steps out. Someone,is dressed as an old lady with a red handbag.,casts a wide eye for support as they drive closer toward balmoral.,leaps from a bed on a music rack.,is propped up on a windowsill.,"enters, several toilets are after someone.",gold0-orig,pos,unl,unl,unl,unl,The wardrobe door slowly opens and someone steps out.,Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7021,Someone is dressed as an old lady with a red handbag. Someone,hands her a pocket of paper.,sticks on the ground.,is hidden to his desk as someone speaks.,"sits at a table, reading the document.",,gen-orig,pos,unl,unl,pos,n/a,Someone is dressed as an old lady with a red handbag.,Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7026,He reaches for his wand. It,wears roller - skates.,looks at the letters in the paper.,hang onto something red.,bobs his head and looks down the hall.,"opens the unisphere, dim light directly across it.",gold0-orig,unl,unl,unl,unl,pos,He reaches for his wand.,It
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7029,Someone jumps in front of him. A full moon,"appears, half hidden by clouds.",roars across the bodies.,casts his hand down the sky.,shines through the water.,hangs above the canvas.,gold1-orig,pos,unl,unl,unl,unl,Someone jumps in front of him.,A full moon
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7023,"Someone steps forward, reluctantly. Someone",writes in his book.,fuss around who looks at her.,stands down and gapes at the night sky.,leaves through the sill and up to the old man.,,gen-orig,pos,unl,unl,pos,n/a,"Someone steps forward, reluctantly.",Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7024,"Someone becomes a huge, black spider. Someone's hair",blows out and forth from her eyes.,takes off again as she crosses to the screen.,"flies up on the phoenix, which sends him flying toward the car.",glows down the side of his face so that pictures are emptied.,,gen-orig,pos,unl,unl,unl,n/a,"Someone becomes a huge, black spider.",Someone's hair
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7022,Someone is pushed to the front. Someone,"steps forward, reluctantly.",starts to release up the orange ropes repeatedly.,aims the gun at someone who fires at buckbeak.,picks up his jacket and walks up.,looks down at them.,gold0-orig,pos,unl,unl,pos,pos,Someone is pushed to the front.,Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7030,The moon becomes a balloon. It,"is a small, dark and dusty.",floats up to the ceiling.,sails through to land on the dock.,floats out into the darkness and wanders into the ocean.,,gen-orig,pos,unl,unl,unl,n/a,The moon becomes a balloon.,It
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7027,It wears roller - skates. It,'s on a bumpy road.,has those eyes upon him.,closes the tank to reveal nervous eyes.,leaps over the shaded wheel.,leads from a standing position.,gen-orig,pos,unl,unl,unl,unl,It wears roller - skates.,It
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7028,It sprawls across the floor. Someone,staggers from the darkness.,moves up from the visitor.,tosses her robe to her.,lies in her bra.,,gen-orig,pos,unl,unl,unl,n/a,It sprawls across the floor.,Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7028,It sprawls across the floor. Someone,faces a huge cobra.,moves up from the visitor.,shifts his gaze to the approaching humans.,looks down and catches her baton.,tosses her robe to her.,gold0-reannot,pos,unl,pos,pos,pos,It sprawls across the floor.,Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7025,"Someone's hair stands on end as it moves towards him, clicking its pincers. He",reaches for his wand.,hands over their strategy chart.,flips one last time at high time then wade back to us.,picks up a heavy weight and dips it into a pile of leaves.,settles back into the truck's seated chair.,gold0-reannot,pos,unl,unl,unl,pos,"Someone's hair stands on end as it moves towards him, clicking its pincers.",He
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7021,Someone is dressed as an old lady with a red handbag. Someone,twirls and hands her bouquet to her.,sets a ribbon on the boat and unzips her garment.,is hidden to his desk as someone speaks.,"sits at a table, reading the document.",,gen-reannot,pos,unl,unl,unl,n/a,Someone is dressed as an old lady with a red handbag.,Someone
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7024,"Someone becomes a huge, black spider. Someone's hair","stands on end as it moves towards him, clicking its pincers.",is partially trimmed by the spectacle.,takes off again as she crosses to the screen.,glows down the side of his face so that pictures are emptied.,"flies up on the phoenix, which sends him flying toward the car.",gold0-reannot,pos,unl,unl,unl,unl,"Someone becomes a huge, black spider.",Someone's hair
lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9634,7030,The moon becomes a balloon. It,floats up to the ceiling.,sails through to land on the dock.,"flies down from the slate, thunder higher as it rips over the willow surface.",wakes up and stares at it.,,gen-reannot,pos,unl,unl,unl,n/a,The moon becomes a balloon.,It
anetv_dS9TsX_zyPg,9033,A man wearing an apron is seen rubbing down several dishes while throwing them in a sink. The man,continues rubbing down dishes while immediately throwing them into a sink of water.,mixes more in his hands while looking at the camera while pausing to speak to the camera.,continues moving around continuously and ends by bowing his head.,starts washing his hands and then scrubs dishes in the sink.,continues speaking and pans around to the bowls of ingredients.,gold1-orig,pos,unl,pos,pos,pos,A man wearing an apron is seen rubbing down several dishes while throwing them in a sink.,The man
anetv_dS9TsX_zyPg,9033,A man wearing an apron is seen rubbing down several dishes while throwing them in a sink. The man,continues washing dishes thoroughly and ends by looking at the camera.,mixes more in his hands while looking at the camera while pausing to speak to the camera.,continues moving around continuously and ends by bowing his head.,starts washing his hands and then scrubs dishes in the sink.,continues speaking and pans around to the bowls of ingredients.,gen-orig,pos,unl,pos,pos,pos,A man wearing an apron is seen rubbing down several dishes while throwing them in a sink.,The man
anetv_CArYinl5tFo,3857,Then he is shown unboxing bicycle parts and putting everything together. Many different people,are seen working on exercise bikes and gathering around the market and working out one another.,is on the ground demonstrating the video it has using different equipment and repair to make up his story.,are shown in various landscapes and holding up and washing them before going back all around the workshop explaining how to the parts.,"are now shown watching him, showing the clock that has built two.",,gen-orig,pos,unl,unl,unl,n/a,Then he is shown unboxing bicycle parts and putting everything together.,Many different people
anetv_CArYinl5tFo,4936,A bike is leaning against a concrete wall. A box containing a bike,is removed by a man in front of a garage.,is tied behind the wheel.,can sticks against a new tire.,is stuck to the bottom.,is being interviewed with the product.,gold0-orig,pos,unl,unl,unl,unl,A bike is leaning against a concrete wall.,A box containing a bike
anetv_CArYinl5tFo,3857,Then he is shown unboxing bicycle parts and putting everything together. Many different people,are passing through to put their bikes up and do other things.,is on the ground demonstrating the video it has using different equipment and repair to make up his story.,are shown in various landscapes and holding up and washing them before going back all around the workshop explaining how to the parts.,"are now shown watching him, showing the clock that has built two.",,gold1-orig,unl,unl,unl,unl,n/a,Then he is shown unboxing bicycle parts and putting everything together.,Many different people
anetv_CArYinl5tFo,4937,A box containing a bike is removed by a man in front of a garage. He,"takes out all the parts, and shows how to assemble the bike.",a cat sits on a field and begins cleaning the camera.,shows items that you need to get in such detailed.,removed paper from down a table.,,gold0-orig,pos,unl,pos,pos,n/a,A box containing a bike is removed by a man in front of a garage.,He
anetv_CArYinl5tFo,3856,This man is riding the bike in the beginning of the video. Then he,is shown unboxing bicycle parts and putting everything together.,hugs viewers to carry on going over regular ramps.,takes a bunch of cigarettes from the back and sets them on top.,goes and talks about the bike before it.,starts skateboarding in the lakeside.,gold0-orig,pos,unl,unl,unl,unl,This man is riding the bike in the beginning of the video.,Then he
anetv_2w7Fxoeo_Qk,1033,A man wearing a helmet and carrying a skateboard lays on a skateboard and goes down a bowling lane to knock over pins. People,look to watch him go down the lane.,ski off the road and falls into the water.,are shown taking sreet and tossing at pins.,is pictured as the teens and the middle is playing skating when one stands preparing to throw a shot in the blue tire.,is talking in front of the man standing in the two red and falls captive on the ground.,gold0-orig,pos,unl,unl,unl,unl,A man wearing a helmet and carrying a skateboard lays on a skateboard and goes down a bowling lane to knock over pins.,People
anetv_2w7Fxoeo_Qk,1037,Two men laugh watching the man. Someone,"smiles, tilts his head in triumph.",starts playing the drums.,"grabs a tool, speaks to a different, and walk on the arm of a man's performance.","approaches someone, who stares solemnly into his eyes.",,gen-orig,pos,unl,unl,unl,n/a,Two men laugh watching the man.,Someone
anetv_2w7Fxoeo_Qk,1036,People throw bowling balls after the person. Two men,come towards the set and throw the ball again.,play tennis balls at each other.,"sit at a table hitting a ball, then a man in sunglasses swings a bat at a pinata.",fall to the ground.,stand up and stroke each other.,gen-orig,pos,unl,unl,pos,pos,People throw bowling balls after the person.,Two men
anetv_2w7Fxoeo_Qk,1036,People throw bowling balls after the person. Two men,laugh watching the man.,play tennis balls at each other.,"sit at a table hitting a ball, then a man in sunglasses swings a bat at a pinata.",fall to the ground.,stand up and stroke each other.,gold1-orig,pos,unl,unl,pos,pos,People throw bowling balls after the person.,Two men
anetv_2w7Fxoeo_Qk,1034,People look to watch him go down the lane. Someone,pushes someone laying on a skateboard down a bowling lane.,"runs down a road, past a fence on a map she buys a lot of money.","stops by the edge of the pool door, looking around with horror.","surges out into the skateboard, then stop.",sees someone being lost.,gold0-orig,pos,unl,unl,unl,unl,People look to watch him go down the lane.,Someone
anetv_2w7Fxoeo_Qk,1035,Someone pushes someone laying on a skateboard down a bowling lane. People,throw bowling balls after the person.,play guitars and some tires.,watch as they skateboards.,start laughing with her.,watch as they catch their breath.,gold0-orig,pos,unl,unl,pos,pos,Someone pushes someone laying on a skateboard down a bowling lane.,People
lsmdc1060_Yes_man-99430,13881,He takes off his jacket and wraps it around someone's head. He,glances menacingly at someone.,walks over and runs down the narrow street.,pulls away and fights back tears.,chases after him.,,gen-orig,pos,unl,unl,unl,n/a,He takes off his jacket and wraps it around someone's head.,He
